Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Total Access to Electricity
Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2012,99.96
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,55.8
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,55.04
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,15.4
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,41.6
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,97.03
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,69.3
Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,83.36
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,99.5
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,94.4
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,97.95
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2012,54.6
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,96.92
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,97.87
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2012,98.76
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,96.0
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,81.1
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,96.4
Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,99.96
Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,99.98
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,97.19
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2012,99.7
Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,100.0
Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,42.47
Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,28.9
European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,100.0
Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,49.36
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2012,91.07
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,68.43
Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2012,89.3
United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,56.51
Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,26.2
"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,49.83
Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,14.8
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2012,65.74
Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,90.03
Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,86.72
Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,85.07
High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,99.97
"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2012,83.61
Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,32.08
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2012,37.9
Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,92.79
IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,82.15
IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,48.5
IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,61.25
Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,96.0
IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,42.08
Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2012,79.9
Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,0.0
Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2012,99.64
Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2012,99.3
Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2012,100.0
Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,93.1
Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2012,99.5
Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,37.99
Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Lower middle income,2012,99.8
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,53.93
Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,76.69
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2012,100.0
Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,96.3
Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,76.37
Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2012,99.51
Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,9.11
Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Upper middle income,2012,78.31
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,95.34
Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,96.56
Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,38.3
Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,29.71
Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2012,87.0
Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,77.56
Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,81.64
Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,20.56
Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,98.76
Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,Lower middle income,2012,94.21
Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,18.7
Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Upper middle income,2012,99.39
Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,95.38
Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,99.11
Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2012,90.56
Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,87.07
North Macedonia,MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,25.6
Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2012,100.0
Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,55.17
Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,94.62
Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,Upper middle income,2012,100.0
Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,84.48
Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,21.23
Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,36.36
Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2012,99.57
Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,7.4
Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2012,99.8
North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,100.0
Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Upper middle income,2012,46.63
New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Low income,2012,14.4
Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,Sub-Saharan Africa,Lower middle income,2012,53.23
Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Lower middle income,2012,79.64
Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2012,74.97
Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,99.22
New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,High income,2012,100.0
OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,99.81
Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Middle East & North Africa,High income,2012,100.0
Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,69.25
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,South Asia,Lower middle income,2012,70.96
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,89.77
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,Upper middle income,2012,91.1
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,87.08
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Upper middle income,2012,97.63
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,East Asia & Pacific,Lower middle income,2012,35.28
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,Europe & Central Asia,High income,2012,100.0
Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,2012,37.51
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,Latin America & Caribbean,High income,2012,100.0
