Country Name,Country Code,Indicator Name,Indicator Code,Region,IncomeGroup,Year,Transmission and Distribution Losses
Montenegro,MNE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,17.55
Mongolia,MNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,14.75
Northern Mariana Islands,MNP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,0.0
Mozambique,MOZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,14.72
Mauritania,MRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Mauritius,MUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2014,6.2
Malawi,MWI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Malaysia,MYS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,5.79
North America,NAC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.29
Namibia,NAM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2014,36.25
New Caledonia,NCL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,0.0
Niger,NER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,41.76
Nigeria,NGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,16.11
Nicaragua,NIC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2014,20.83
Netherlands,NLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,4.77
Norway,NOR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.08
Nepal,NPL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2014,32.21
Nauru,NRU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,0.0
New Zealand,NZL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,6.54
OECD members,OED,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.33
Oman,OMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,10.88
Other small states,OSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.2
Pakistan,PAK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Lower middle income,2014,17.14
Panama,PAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,14.3
Peru,PER,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,10.97
Philippines,PHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,9.41
Palau,PLW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,0.0
Papua New Guinea,PNG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
Poland,POL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,6.47
Pre-demographic dividend,PRE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,27.82
Puerto Rico,PRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
"Korea, Dem. People's Rep.",PRK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Low income,2014,15.81
Portugal,PRT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,10.03
Paraguay,PRY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,6.58
West Bank and Gaza,PSE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,0.0
Pacific island small states,PSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,0.0
Post-demographic dividend,PST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.03
French Polynesia,PYF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,0.0
Qatar,QAT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,6.05
Romania,ROU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,10.88
Russian Federation,RUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,10.03
Rwanda,RWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
South Asia,SAS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,18.84
Saudi Arabia,SAU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,High income,2014,6.78
Sudan,SDN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,14.28
Senegal,SEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,12.87
Singapore,SGP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,High income,2014,2.03
Solomon Islands,SLB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
Sierra Leone,SLE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
El Salvador,SLV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Lower middle income,2014,11.33
San Marino,SMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,0.0
Somalia,SOM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Serbia,SRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,15.44
Sub-Saharan Africa (excluding high income),SSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,11.74
South Sudan,SSD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,5.74
Sub-Saharan Africa,SSF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,11.74
Small states,SST,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,6.58
Sao Tome and Principe,STP,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Suriname,SUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,8.72
Slovak Republic,SVK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,2.46
Slovenia,SVN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,4.78
Sweden,SWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,High income,2014,4.78
Eswatini,SWZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,0.0
Sint Maarten (Dutch part),SXM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Seychelles,SYC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,High income,2014,0.0
Syrian Arab Republic,SYR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Low income,2014,15.92
Turks and Caicos Islands,TCA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Chad,TCD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,5.81
Europe & Central Asia (IDA & IBRD countries),TEC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,10.58
Togo,TGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,71.03
Thailand,THA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,6.11
Tajikistan,TJK,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2014,17.02
Turkmenistan,TKM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,12.49
Latin America & the Caribbean (IDA & IBRD countries),TLA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,15.62
Timor-Leste,TLS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
Middle East & North Africa (IDA & IBRD countries),TMN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,19.34
Tonga,TON,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,0.0
South Asia (IDA & IBRD),TSA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,18.84
Sub-Saharan Africa (IDA & IBRD countries),TSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,11.74
Trinidad and Tobago,TTO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,2.3
Tunisia,TUN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Lower middle income,2014,14.8
Turkiye,TUR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,14.82
Tuvalu,TUV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Upper middle income,2014,0.0
Tanzania,TZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,17.66
Uganda,UGA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,0.0
Ukraine,UKR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2014,10.78
Upper middle income,UMC,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,8.32
Uruguay,URY,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,9.63
United States,USA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,North America,High income,2014,5.91
Uzbekistan,UZB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Lower middle income,2014,8.82
St. Vincent and the Grenadines,VCT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,Upper middle income,2014,0.0
"Venezuela, RB",VEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,,2014,36.04
British Virgin Islands,VGB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Virgin Islands (U.S.),VIR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2014,0.0
Vietnam,VNM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,9.29
Vanuatu,VUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
World,WLD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2014,8.25
Samoa,WSM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,East Asia & Pacific,Lower middle income,2014,0.0
Kosovo,XKX,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2014,15.05
"Yemen, Rep.",YEM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Middle East & North Africa,Low income,2014,25.77
South Africa,ZAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Upper middle income,2014,8.39
Zambia,ZMB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Low income,2014,14.96
Zimbabwe,ZWE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2014,16.44
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Latin America & Caribbean,High income,2015,0.0
Africa Eastern and Southern,AFE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2015,0.0
Afghanistan,AFG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,South Asia,Low income,2015,0.0
Africa Western and Central,AFW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,,,2015,0.0
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Sub-Saharan Africa,Lower middle income,2015,0.0
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Europe & Central Asia,Upper middle income,2015,0.0
